account,age,job,marital,education,balance,cc
4400,46,management,married,tertiary,1285,no
4401,32,services,married,tertiary,4908,no
4402,32,unemployed,single,tertiary,336,no
4403,32,management,single,tertiary,131,no
4404,43,management,married,tertiary,348,no
4405,25,self-employed,single,tertiary,453,no
4406,55,admin.,married,secondary,1102,no
4407,24,admin.,single,secondary,926,no
4408,40,management,divorced,tertiary,502,no
4409,38,management,single,tertiary,8669,no
4410,48,blue-collar,single,primary,316,no
4411,36,management,married,tertiary,9324,no
4412,57,management,married,tertiary,0,no
4413,45,admin.,married,secondary,72,no
4414,33,self-employed,single,tertiary,61,no
4415,38,technician,single,secondary,173,no
4416,26,services,single,secondary,162,no
4417,30,management,single,tertiary,47,no
4418,55,services,divorced,tertiary,1983,no
4419,34,blue-collar,married,secondary,326,no
4420,60,admin.,married,secondary,2552,no
4421,36,management,single,tertiary,1283,no
4422,65,housemaid,married,primary,2179,no
4423,39,self-employed,married,tertiary,1047,no
4424,52,blue-collar,married,primary,36,no
4425,55,technician,married,secondary,308,no
4426,26,management,single,tertiary,1177,no
4427,40,self-employed,married,primary,2077,no
4428,52,entrepreneur,married,secondary,0,no
4429,29,self-employed,married,tertiary,1,no
4430,41,blue-collar,married,primary,7735,no
4431,30,technician,single,tertiary,1922,no
4432,28,student,single,secondary,153,no
4433,26,blue-collar,married,secondary,2770,no
4434,58,management,married,secondary,139,no
4435,29,management,single,tertiary,21,no
4436,48,technician,married,secondary,178,no
4437,35,blue-collar,married,secondary,444,no
4438,26,services,single,secondary,209,no
4439,49,blue-collar,married,unknown,3096,no
4440,34,admin.,married,secondary,5320,no
4441,32,services,married,secondary,4885,no
4442,31,admin.,married,secondary,0,no
4443,48,unemployed,married,primary,5462,no
4444,40,blue-collar,married,secondary,6767,no
4445,42,technician,divorced,secondary,2974,no
4446,48,technician,married,secondary,427,no
4447,38,services,married,secondary,8876,no
4448,53,management,married,tertiary,146,no
4449,59,retired,divorced,secondary,319,no
4450,28,unemployed,single,secondary,304,no
4451,41,blue-collar,married,primary,389,no
4452,50,management,single,primary,766,no
4453,31,admin.,married,secondary,0,no
4454,30,technician,single,secondary,3107,no
4455,59,admin.,divorced,secondary,174,no
4456,33,technician,divorced,secondary,305,no
4457,35,self-employed,married,secondary,670,no
4458,30,management,single,tertiary,6164,no
4459,71,retired,married,secondary,2850,no
4460,30,services,single,primary,79,no
4461,24,services,married,secondary,110,no
4462,34,technician,single,secondary,5039,no
4463,34,blue-collar,married,secondary,360,no
4464,52,admin.,married,secondary,199,no
4465,33,self-employed,single,secondary,238,no
4466,38,blue-collar,married,secondary,5092,no
4467,41,admin.,divorced,secondary,1088,no
4468,42,management,divorced,tertiary,221,no
4469,38,blue-collar,divorced,secondary,889,no
4470,48,blue-collar,married,primary,750,no
4471,34,technician,single,secondary,0,no
4472,46,blue-collar,married,primary,1291,no
4473,33,technician,married,secondary,1844,no
4474,40,management,married,tertiary,89,no
4475,36,admin.,married,secondary,4280,no
4476,32,technician,single,secondary,0,no
4477,33,blue-collar,married,secondary,625,no
4478,55,technician,married,unknown,574,no
4479,58,management,married,primary,320,no
4480,25,technician,single,tertiary,468,no
4481,47,services,married,secondary,440,no
4482,40,unemployed,married,secondary,0,no
4483,59,retired,married,secondary,5706,no
4484,40,management,married,tertiary,7780,no
4485,30,management,married,secondary,559,no
4486,25,entrepreneur,single,tertiary,16874,no
4487,58,retired,married,primary,1987,no
4488,39,entrepreneur,married,unknown,98,no
4489,40,self-employed,married,tertiary,642,no
4490,38,blue-collar,married,secondary,526,no
4491,66,management,single,tertiary,6483,no
4492,47,management,married,tertiary,2306,no
4493,37,blue-collar,married,secondary,954,no
4494,36,management,single,tertiary,679,no
4495,50,blue-collar,married,primary,1,no
4496,76,retired,married,primary,2590,no
4497,58,management,single,tertiary,331,no
4498,42,admin.,married,secondary,4209,no
4499,58,services,divorced,secondary,462,no
4500,28,self-employed,single,tertiary,0,no
4501,41,technician,married,secondary,0,no
4502,30,management,married,tertiary,151,no
4503,32,management,divorced,tertiary,883,no
4504,27,services,single,secondary,266,no
4505,48,management,married,tertiary,0,no
4506,36,technician,married,tertiary,491,no
4507,54,management,married,tertiary,3,no
4508,36,blue-collar,married,secondary,198,no
4509,52,housemaid,married,secondary,14363,no
4510,34,technician,divorced,secondary,0,no
4511,43,technician,married,secondary,136,no
4512,32,management,single,tertiary,28,no
4513,33,management,single,tertiary,335,no
4514,51,housemaid,married,unknown,174,no
4515,39,unemployed,married,secondary,270,no
4516,44,management,single,tertiary,1206,no
4517,49,housemaid,divorced,primary,198,no
4518,25,technician,married,tertiary,914,no
4519,39,self-employed,married,secondary,31,no
4520,54,technician,married,secondary,0,no
4521,32,management,single,tertiary,347,no
4522,36,management,married,tertiary,860,no
4523,54,technician,married,secondary,89,no
4524,31,technician,married,secondary,0,no
4525,45,services,married,secondary,0,no
4526,31,admin.,single,secondary,68,no
4527,45,technician,married,secondary,149,no
4528,33,services,divorced,secondary,2411,no
4529,46,management,divorced,tertiary,225,no
4530,43,unknown,single,tertiary,2731,no
4531,50,management,married,tertiary,112,no
4532,44,management,divorced,tertiary,0,no
4533,42,services,married,secondary,3620,no
4534,26,blue-collar,single,secondary,179,no
4535,47,admin.,single,secondary,1544,no
4536,48,blue-collar,married,primary,199,no
4537,60,blue-collar,married,unknown,231,no
4538,27,admin.,divorced,secondary,76,no
4539,30,unemployed,single,tertiary,302,no
4540,28,admin.,single,secondary,189,no
4541,58,retired,married,primary,565,no
4542,37,entrepreneur,married,tertiary,310,no
4543,36,services,married,secondary,1746,no
4544,39,technician,married,secondary,6,no
4545,52,unemployed,married,primary,110,no
4546,55,retired,married,secondary,2749,no
4547,30,management,single,tertiary,6495,no
4548,36,blue-collar,single,secondary,35,no
4549,39,admin.,married,secondary,650,no
4550,47,blue-collar,married,primary,292,no
4551,42,housemaid,single,primary,5774,no
4552,42,management,married,secondary,2416,no
4553,58,retired,married,secondary,35,no
4554,68,retired,married,secondary,19317,no
4555,43,technician,married,secondary,50,no
4556,44,blue-collar,married,secondary,674,no
4557,49,technician,married,tertiary,3726,no
4558,57,retired,married,tertiary,1180,no
4559,61,self-employed,divorced,tertiary,6610,no
4560,36,admin.,single,secondary,319,no
4561,31,blue-collar,married,secondary,1545,no
4562,51,technician,married,tertiary,1315,no
4563,31,technician,single,tertiary,424,no
4564,56,blue-collar,married,primary,151,no
4565,30,technician,single,tertiary,970,no
4566,38,services,married,secondary,762,no
4567,35,services,married,secondary,181,no
4568,31,blue-collar,married,unknown,120,no
4569,39,admin.,divorced,secondary,1022,no
4570,50,management,married,tertiary,78,no
4571,39,technician,married,tertiary,209,no
4572,26,admin.,married,secondary,2469,no
4573,55,technician,married,secondary,0,no
4574,43,blue-collar,divorced,primary,328,no
4575,34,housemaid,married,tertiary,0,no
4576,51,self-employed,married,primary,307,no
4577,31,management,married,tertiary,1384,no
4578,32,management,married,tertiary,0,no
4579,53,technician,married,secondary,719,no
4580,44,management,divorced,tertiary,0,no
4581,38,entrepreneur,married,tertiary,6704,no
4582,47,self-employed,married,tertiary,4543,no
4583,36,management,married,tertiary,0,no
4584,30,management,single,tertiary,149,no
4585,46,blue-collar,married,secondary,1400,no
4586,33,entrepreneur,married,secondary,118,no
4587,43,blue-collar,married,secondary,2160,no
4588,38,management,married,tertiary,3452,no
4589,27,technician,single,secondary,842,no
4590,38,management,married,unknown,3576,no
4591,41,unemployed,married,tertiary,1666,no
4592,29,technician,married,secondary,0,no
4593,39,services,married,secondary,0,no
4594,42,blue-collar,single,primary,1628,no
4595,47,services,married,secondary,51,no
4596,30,blue-collar,single,secondary,447,no
4597,34,admin.,married,secondary,396,no
4598,45,housemaid,married,primary,4994,no
4599,43,admin.,married,secondary,3215,no
4600,59,blue-collar,married,primary,2814,no
4601,50,technician,married,secondary,0,no
4602,39,blue-collar,married,secondary,293,no
4603,36,technician,married,secondary,474,no
4604,44,blue-collar,married,secondary,16178,no
4605,36,technician,married,tertiary,0,no
4606,27,management,single,tertiary,88,no
4607,29,services,married,secondary,308,no
4608,70,retired,married,secondary,1164,no
4609,44,management,married,tertiary,13893,no
4610,55,management,married,tertiary,0,no
4611,36,technician,divorced,secondary,435,no
4612,28,technician,single,secondary,389,no
4613,50,management,divorced,tertiary,356,no
4614,49,technician,married,secondary,2718,no
4615,71,retired,divorced,tertiary,261,no
4616,31,admin.,single,secondary,757,no
4617,45,management,single,tertiary,16,no
4618,42,blue-collar,married,secondary,422,no
4619,45,admin.,married,secondary,248,no
4620,47,technician,married,primary,145,no
4621,60,retired,divorced,secondary,598,no
4622,35,management,married,tertiary,949,no
4623,31,technician,single,tertiary,614,no
4624,33,blue-collar,married,primary,1209,no
4625,50,self-employed,married,tertiary,202,no
4626,51,blue-collar,married,secondary,1840,no
4627,34,technician,married,secondary,114,no
4628,56,services,married,secondary,229,no
4629,29,services,married,secondary,182,no
4630,31,blue-collar,married,secondary,401,no
4631,44,technician,divorced,unknown,759,no
4632,55,retired,married,secondary,4194,no
4633,35,student,single,unknown,0,no
4634,36,technician,married,tertiary,629,no
4635,54,retired,married,secondary,153,no
4636,32,management,married,tertiary,553,no
4637,36,management,divorced,tertiary,1057,no
4638,60,retired,married,secondary,78,no
4639,32,technician,single,secondary,28,no
4640,57,management,married,tertiary,929,no
4641,34,blue-collar,married,primary,428,no
4642,27,student,single,secondary,268,no
4643,52,management,single,tertiary,83,no
4644,45,admin.,divorced,unknown,998,no
4645,58,admin.,single,secondary,2223,no
4646,39,blue-collar,single,primary,6,no
4647,48,blue-collar,single,secondary,312,no
4648,36,management,single,secondary,0,no
4649,31,technician,single,secondary,691,no
4650,41,management,married,tertiary,771,no
4651,30,self-employed,single,secondary,192,no
4652,57,retired,married,tertiary,0,no
4653,29,admin.,single,secondary,1070,no
4654,29,services,divorced,secondary,84,no
4655,30,management,single,tertiary,2,no
4656,44,management,married,tertiary,1242,no
4657,33,student,single,unknown,5969,no
4658,56,admin.,divorced,secondary,3337,no
4659,26,services,single,secondary,1347,no
4660,52,technician,married,secondary,64,no
4661,32,management,single,secondary,249,no
4662,36,technician,single,secondary,0,no
4663,26,blue-collar,married,secondary,128,no
4664,37,blue-collar,married,secondary,196,no
4665,34,technician,married,secondary,351,no
4666,26,services,single,secondary,5533,no
4667,32,services,married,secondary,38,no
4668,30,management,single,tertiary,35,no
4669,27,technician,single,secondary,235,no
4670,42,admin.,single,secondary,30,no
4671,33,blue-collar,single,primary,92,no
4672,37,blue-collar,married,secondary,67,no
4673,45,blue-collar,married,secondary,4022,no
4674,36,entrepreneur,married,tertiary,3057,no
4675,39,management,single,tertiary,0,no
4676,33,management,single,tertiary,349,no
4677,47,services,married,secondary,2322,no
4678,49,entrepreneur,married,secondary,167,no
4679,46,management,divorced,secondary,558,no
4680,31,services,married,secondary,230,no
4681,43,unemployed,divorced,secondary,4094,no
4682,30,blue-collar,single,secondary,239,no
4683,43,management,divorced,tertiary,497,no
4684,42,blue-collar,married,secondary,179,no
4685,30,admin.,single,tertiary,305,no
4686,33,management,single,tertiary,67,no
4687,41,admin.,married,secondary,4539,no
4688,29,blue-collar,single,secondary,770,no
4689,38,unemployed,married,secondary,673,no
4690,29,technician,married,tertiary,858,no
4691,80,housemaid,married,primary,0,no
4692,38,management,single,tertiary,5244,no
4693,36,blue-collar,divorced,primary,117,no
4694,38,self-employed,married,tertiary,846,no
4695,44,management,married,secondary,0,no
4696,31,management,married,tertiary,1331,no
4697,31,services,single,secondary,31,no
4698,57,admin.,divorced,primary,179,no
4699,37,blue-collar,married,primary,543,no
4700,50,blue-collar,married,secondary,253,no
4701,60,retired,married,primary,71188,no
4702,51,management,married,tertiary,5108,no
4703,48,blue-collar,married,secondary,1738,no
4704,42,blue-collar,married,primary,97,no
4705,36,blue-collar,married,secondary,199,no
4706,43,management,married,tertiary,489,no
4707,31,admin.,married,primary,355,no
4708,49,technician,single,secondary,97,no
4709,35,management,divorced,tertiary,473,no
4710,44,entrepreneur,married,secondary,6649,no
4711,34,self-employed,married,tertiary,263,no
4712,46,blue-collar,married,secondary,781,no
4713,49,blue-collar,married,primary,1032,no
4714,32,blue-collar,married,secondary,119,no
4715,35,management,divorced,tertiary,434,no
4716,51,admin.,married,secondary,2967,no
4717,57,retired,divorced,secondary,331,no
4718,59,management,married,tertiary,1585,no
4719,40,services,divorced,unknown,4384,no
4720,49,management,single,tertiary,588,no
4721,51,management,married,secondary,3180,no
4722,35,admin.,married,secondary,0,no
4723,29,self-employed,married,secondary,76,no
4724,32,services,single,secondary,152,no
4725,37,housemaid,divorced,secondary,1040,no
4726,49,unemployed,married,primary,384,no
4727,45,technician,married,unknown,473,no
4728,34,technician,single,secondary,475,no
4729,53,technician,married,secondary,0,no
4730,42,entrepreneur,married,primary,149,no
4731,43,technician,married,secondary,3285,no
4732,52,retired,married,secondary,424,no
4733,34,blue-collar,single,secondary,79,no
4734,34,technician,divorced,tertiary,674,no
4735,27,services,married,secondary,0,no
4736,43,unemployed,married,tertiary,58,no
4737,41,technician,married,tertiary,532,no
4738,72,retired,married,secondary,4130,no
4739,35,blue-collar,married,primary,422,no
4740,41,management,married,tertiary,437,no
4741,36,blue-collar,divorced,primary,308,no
4742,51,housemaid,married,primary,30,no
4743,37,self-employed,married,tertiary,137,no
4744,42,admin.,single,secondary,247,no
4745,26,admin.,single,secondary,321,no
4746,23,services,single,secondary,250,no
4747,50,management,married,tertiary,470,no
4748,37,blue-collar,married,secondary,140,no
4749,35,management,married,tertiary,2793,no
4750,37,management,married,tertiary,410,no
4751,79,retired,divorced,unknown,2628,no
4752,39,technician,married,secondary,116,no
4753,47,services,married,secondary,0,no
4754,44,blue-collar,married,secondary,878,no
4755,36,management,single,tertiary,2944,no
4756,33,blue-collar,single,secondary,3975,no
4757,42,services,married,secondary,96,no
4758,35,technician,single,tertiary,2288,no
4759,31,blue-collar,married,secondary,472,no
4760,58,services,married,primary,65,no
4761,46,management,married,tertiary,0,no
4762,41,admin.,single,secondary,400,no
4763,58,technician,married,secondary,7495,no
4764,33,blue-collar,married,secondary,137,no
4765,31,unemployed,married,secondary,24,no
4766,55,technician,divorced,secondary,3450,no
4767,38,technician,single,secondary,311,no
4768,55,housemaid,married,secondary,139,no
4769,47,management,single,tertiary,0,no
4770,51,housemaid,married,primary,492,no
4771,46,management,single,tertiary,334,no
4772,61,management,married,tertiary,997,no
4773,47,management,single,tertiary,440,no
4774,34,technician,married,secondary,47,no
4775,34,blue-collar,married,secondary,1298,no
4776,41,management,divorced,tertiary,3355,no
4777,36,blue-collar,divorced,secondary,11,no
4778,26,blue-collar,single,secondary,396,no
4779,35,management,married,tertiary,8,no
4780,36,blue-collar,married,secondary,1409,no
4781,26,management,single,tertiary,170,no
4782,58,management,married,primary,2769,no
4783,50,blue-collar,married,secondary,2320,no
4784,61,retired,married,secondary,76,no
4785,28,technician,single,secondary,2034,no
4786,49,blue-collar,single,primary,3018,no
4787,74,retired,married,secondary,921,no
4788,53,blue-collar,married,secondary,483,no
4789,46,self-employed,married,secondary,390,no
4790,47,management,married,tertiary,0,no
4791,42,blue-collar,single,primary,92,no
4792,56,services,married,secondary,22196,no
4793,42,technician,married,secondary,2,no
4794,49,housemaid,married,primary,249,no
4795,43,unemployed,single,unknown,3274,no
4796,39,services,married,secondary,5731,no
4797,66,retired,married,primary,206,no
4798,30,technician,single,tertiary,2325,no
4799,38,management,single,tertiary,0,no
4800,31,blue-collar,married,secondary,1664,no
4801,32,technician,married,secondary,3333,no
4802,48,technician,married,secondary,7020,no
4803,34,admin.,married,tertiary,37,no
4804,28,student,single,secondary,28,no
4805,40,admin.,single,secondary,1670,no
4806,36,entrepreneur,married,secondary,134,no
4807,52,retired,married,secondary,603,no
4808,46,admin.,married,primary,276,no
4809,25,technician,single,secondary,2157,no
4810,52,blue-collar,married,secondary,161,no
4811,40,blue-collar,married,primary,3658,no
4812,26,management,divorced,tertiary,402,no
4813,26,blue-collar,single,primary,3342,no
4814,35,self-employed,single,secondary,1732,no
4815,40,admin.,single,secondary,263,no
4816,31,management,married,tertiary,623,no
4817,32,admin.,married,secondary,3540,no
4818,33,admin.,married,secondary,95,no
4819,53,services,divorced,secondary,765,no
4820,46,technician,divorced,secondary,824,no
4821,28,management,single,tertiary,5549,no
4822,31,blue-collar,married,secondary,191,no
4823,44,blue-collar,married,primary,420,no
4824,35,admin.,married,secondary,0,no
4825,50,technician,divorced,unknown,2706,no
4826,32,technician,married,secondary,4,no
4827,51,admin.,married,secondary,423,no
4828,51,management,married,tertiary,892,no
4829,31,blue-collar,married,unknown,120,no
4830,41,admin.,divorced,secondary,365,no
4831,57,technician,married,tertiary,27069,no
4832,34,management,single,tertiary,8038,no
4833,47,technician,married,secondary,938,no
4834,47,admin.,divorced,secondary,1139,no
4835,36,self-employed,married,secondary,189,no
4836,29,housemaid,single,tertiary,19,no
4837,39,technician,married,secondary,3663,no
4838,53,blue-collar,single,unknown,0,no
4839,47,blue-collar,married,secondary,614,no
4840,51,technician,divorced,secondary,2323,no
4841,48,blue-collar,married,secondary,425,no
4842,32,technician,married,secondary,5122,no
4843,36,management,divorced,tertiary,608,no
4844,50,unknown,married,primary,341,no
4845,39,admin.,married,secondary,607,no
4846,31,blue-collar,married,secondary,1495,no
4847,49,admin.,married,secondary,381,no
4848,33,unemployed,divorced,secondary,385,no
4849,26,management,single,tertiary,1274,no
4850,27,blue-collar,married,secondary,362,no
4851,51,blue-collar,married,primary,377,no
4852,26,admin.,single,secondary,802,no
4853,45,admin.,married,secondary,194,no
4854,54,technician,married,secondary,315,no
4855,49,technician,married,tertiary,1843,no
4856,47,technician,married,secondary,9,no
4857,42,housemaid,married,primary,83,no
4858,50,entrepreneur,married,tertiary,433,no
4859,37,admin.,married,secondary,107,no
4860,54,blue-collar,married,primary,4503,no
4861,40,services,married,secondary,51,no
4862,50,services,married,secondary,961,no
4863,57,retired,married,secondary,49,no
4864,33,technician,married,secondary,3470,no
4865,49,technician,married,secondary,147,no
4866,35,services,married,secondary,0,no
4867,28,blue-collar,single,secondary,0,no
4868,58,management,married,tertiary,172,no
4869,31,admin.,single,secondary,407,no
4870,36,management,divorced,tertiary,649,no
4871,49,blue-collar,single,primary,1040,no
4872,30,unemployed,married,secondary,142,no
4873,29,services,single,secondary,209,no
4874,50,management,married,unknown,3304,no
4875,26,student,single,tertiary,294,no
4876,27,housemaid,married,secondary,4848,no
4877,32,blue-collar,single,secondary,1670,no
4878,62,unknown,married,secondary,367,no
4879,34,blue-collar,single,secondary,13683,no
4880,25,admin.,single,tertiary,1420,no
4881,34,management,single,tertiary,340,no
4882,44,technician,single,secondary,1679,no
4883,38,management,married,tertiary,1198,no
4884,57,admin.,married,secondary,169,no
4885,36,self-employed,married,tertiary,506,no
4886,41,entrepreneur,married,secondary,1249,no
4887,36,management,single,tertiary,678,no
4888,27,management,single,tertiary,212,no
4889,37,technician,divorced,secondary,23,no
4890,47,management,single,tertiary,4402,no
4891,31,services,divorced,primary,459,no
4892,39,self-employed,married,secondary,4722,no
4893,35,admin.,divorced,tertiary,1555,no
4894,40,blue-collar,married,secondary,61,no
4895,38,management,single,tertiary,0,no
4896,31,technician,married,secondary,3706,no
4897,36,blue-collar,married,primary,1177,no
4898,53,management,married,primary,2096,no
4899,59,blue-collar,married,primary,748,no
4900,29,management,single,tertiary,3357,no
4901,30,admin.,single,secondary,3809,no
4902,52,admin.,married,secondary,395,no
4903,55,blue-collar,married,secondary,1011,no
4904,56,blue-collar,married,primary,420,no
4905,32,admin.,married,secondary,76,no
4906,24,blue-collar,married,secondary,0,no
4907,51,blue-collar,married,primary,844,no
4908,36,management,married,tertiary,1318,no
4909,36,technician,married,tertiary,167,no
4910,42,management,married,tertiary,2187,no
4911,49,admin.,married,secondary,14440,no
4912,48,management,married,secondary,2294,no
4913,36,management,married,secondary,80,no
4914,48,management,married,primary,2537,no
4915,30,technician,married,tertiary,569,no
4916,27,management,single,tertiary,0,no
4917,38,entrepreneur,married,tertiary,0,no
4918,36,technician,single,secondary,12,no
4919,45,technician,married,secondary,49,no
4920,44,housemaid,married,tertiary,460,no
4921,42,technician,married,secondary,613,no
4922,37,entrepreneur,married,tertiary,7944,no
4923,48,blue-collar,married,secondary,1143,no
4924,57,retired,married,primary,464,no
4925,44,services,married,secondary,1989,no
4926,48,technician,married,secondary,17,no
4927,56,retired,married,primary,1,no
4928,37,management,married,tertiary,1698,no
4929,47,blue-collar,married,secondary,5306,no
4930,54,housemaid,married,unknown,0,no
4931,51,retired,divorced,secondary,1679,no
4932,47,admin.,married,secondary,3676,no
4933,25,management,married,tertiary,242,no
4934,39,services,single,secondary,471,no
4935,40,management,married,tertiary,8902,no
4936,38,management,single,tertiary,1704,no
4937,34,management,married,tertiary,3050,no
4938,53,housemaid,married,primary,2581,no
4939,32,services,married,secondary,162,no
4940,35,blue-collar,married,secondary,243,no
4941,24,student,single,secondary,1847,no
4942,58,blue-collar,married,primary,0,no
4943,49,management,married,primary,3371,no
4944,45,services,single,secondary,1757,no
4945,55,management,married,tertiary,171,no
4946,42,entrepreneur,married,tertiary,157,no
4947,28,admin.,married,secondary,934,no
4948,48,blue-collar,married,secondary,19,no
4949,51,management,single,tertiary,55,no
4950,38,housemaid,married,primary,21,no
4951,27,blue-collar,single,secondary,14,no
4952,50,technician,single,secondary,246,no
4953,44,blue-collar,married,primary,887,no
4954,40,management,married,tertiary,51,no
4955,29,services,single,secondary,287,no
4956,34,services,married,secondary,0,no
4957,44,self-employed,single,tertiary,2734,no
4958,50,entrepreneur,married,tertiary,52,no
4959,34,management,married,tertiary,2594,no
4960,54,retired,divorced,primary,22,no
4961,34,technician,married,tertiary,1611,no
4962,34,admin.,single,tertiary,18,no
4963,52,blue-collar,married,primary,1331,no
4964,60,unknown,married,unknown,7337,no
4965,39,management,single,secondary,835,no
4966,58,retired,married,primary,5092,no
4967,41,technician,divorced,secondary,52,no
4968,48,technician,married,secondary,10655,no
4969,58,management,married,tertiary,1831,no
4970,40,self-employed,married,primary,92,no
4971,48,management,married,tertiary,586,no
4972,52,blue-collar,divorced,primary,1758,no
4973,50,self-employed,married,secondary,2061,no
4974,25,technician,single,secondary,959,no
4975,54,retired,married,primary,208,no
4976,34,services,married,secondary,315,no
4977,48,management,married,tertiary,13,no
4978,37,admin.,married,tertiary,801,no
4979,66,retired,married,tertiary,1948,no
4980,32,management,single,tertiary,751,no
4981,45,blue-collar,married,secondary,784,no
4982,43,blue-collar,single,secondary,24,no
4983,41,management,married,tertiary,72,no
4984,40,technician,divorced,tertiary,1871,no
4985,44,services,single,secondary,1378,no
4986,43,blue-collar,married,primary,188,no
4987,30,unknown,single,tertiary,6836,no
4988,32,services,married,secondary,61,no
4989,57,admin.,married,secondary,967,no
4990,31,blue-collar,single,tertiary,462,no
4991,49,unknown,married,secondary,0,no
4992,31,admin.,single,secondary,5527,no
4993,41,admin.,married,tertiary,1287,no
4994,44,management,married,tertiary,17361,no
4995,54,entrepreneur,married,unknown,1956,no
4996,37,blue-collar,divorced,secondary,0,no
4997,34,management,married,secondary,294,no
4998,43,technician,married,secondary,275,no
4999,44,management,married,tertiary,724,no
5000,44,services,married,secondary,27,no
5001,53,admin.,divorced,secondary,26,no
5002,36,technician,married,secondary,191,no
5003,58,technician,divorced,secondary,123,no
5004,26,student,single,secondary,147,no
5005,34,technician,single,secondary,179,no
5006,55,blue-collar,married,primary,1086,no
5007,55,blue-collar,married,secondary,471,no
5008,34,entrepreneur,married,tertiary,105,no
5009,41,entrepreneur,divorced,secondary,1588,no
5010,38,housemaid,divorced,secondary,70,no
5011,28,blue-collar,single,secondary,2700,no
5012,41,technician,married,secondary,1602,no
5013,30,admin.,married,tertiary,0,no
5014,39,technician,married,unknown,839,no
5015,41,admin.,married,secondary,21515,no
5016,36,technician,married,secondary,5902,no
5017,37,management,married,tertiary,547,no
5018,59,self-employed,married,tertiary,3800,no
5019,26,technician,single,secondary,261,no
5020,43,technician,married,secondary,0,no
5021,42,management,married,secondary,34,no
5022,46,blue-collar,married,unknown,9328,no
5023,31,admin.,married,secondary,5,no
5024,43,unemployed,married,secondary,3529,no
5025,48,blue-collar,single,tertiary,2330,no
5026,41,blue-collar,married,secondary,1334,no
5027,32,self-employed,married,tertiary,3601,no
5028,45,technician,married,tertiary,265,no
5029,52,admin.,single,unknown,2227,no
5030,37,self-employed,married,secondary,487,no
5031,38,blue-collar,divorced,secondary,0,no
5032,36,services,single,secondary,174,no
5033,58,retired,married,secondary,14412,no
5034,37,management,married,tertiary,3288,no
5035,30,technician,single,secondary,57,no
5036,47,technician,married,secondary,2246,no
5037,40,technician,married,secondary,4441,no
5038,42,management,divorced,tertiary,0,no
5039,71,unknown,married,tertiary,353,no
5040,54,blue-collar,married,secondary,448,no
5041,53,entrepreneur,married,primary,27,no
5042,33,blue-collar,divorced,secondary,474,no
5043,30,technician,single,tertiary,1185,no
5044,39,services,divorced,secondary,282,no
5045,32,blue-collar,married,secondary,2,no
5046,34,technician,single,secondary,60,no
5047,39,self-employed,single,tertiary,3972,no
5048,75,retired,married,secondary,26452,no
5049,33,admin.,divorced,secondary,818,no
5050,40,services,married,secondary,9374,no
5051,37,technician,married,unknown,47,no
5052,69,retired,married,primary,279,no
5053,52,unemployed,married,primary,20,no
5054,31,admin.,divorced,secondary,360,no
5055,28,technician,single,secondary,1532,no
5056,29,management,single,tertiary,1673,no
5057,46,services,married,secondary,2420,no
5058,28,blue-collar,married,secondary,100,no
5059,41,admin.,married,secondary,0,no
5060,42,technician,divorced,secondary,1533,no
5061,34,admin.,single,secondary,296,no
5062,28,blue-collar,married,secondary,2788,no
5063,43,management,single,secondary,109,no
5064,32,technician,married,secondary,485,no
5065,33,technician,single,tertiary,125,no
5066,70,retired,married,secondary,616,no
5067,36,services,married,secondary,3064,no
5068,53,technician,married,secondary,206,no
5069,30,blue-collar,single,secondary,6900,no
5070,45,services,divorced,secondary,179,no
5071,31,services,single,secondary,481,no
5072,28,admin.,married,secondary,12,no
5073,45,blue-collar,married,primary,0,no
5074,51,management,married,tertiary,176,no
5075,53,management,married,primary,4086,no
5076,40,technician,married,secondary,257,no
5077,53,blue-collar,married,primary,53,no
5078,31,blue-collar,divorced,secondary,6,no
5079,30,management,married,tertiary,562,no
5080,53,entrepreneur,married,secondary,118,no
5081,40,blue-collar,married,primary,2805,no
5082,26,management,single,secondary,565,no
5083,47,blue-collar,married,secondary,0,no
5084,51,management,married,tertiary,1612,no
5085,45,unemployed,married,primary,180,no
5086,35,management,married,tertiary,0,no
5087,36,management,single,tertiary,876,no
5088,57,admin.,married,secondary,2137,no
5089,42,blue-collar,married,primary,260,no
5090,32,blue-collar,married,secondary,53,no
5091,30,management,married,tertiary,944,no
5092,36,technician,married,secondary,2394,no
5093,43,technician,married,secondary,297,no
5094,69,retired,single,tertiary,2144,no
5095,31,technician,single,tertiary,969,no
5096,35,technician,married,secondary,0,no
5097,26,entrepreneur,married,tertiary,37,no
5098,46,technician,married,secondary,410,no
5099,30,technician,married,secondary,1211,no
5100,33,management,single,tertiary,71,no
5101,34,management,married,tertiary,436,no
5102,48,blue-collar,married,primary,559,no
5103,31,management,married,tertiary,1170,no
5104,46,management,divorced,tertiary,25,no
5105,40,services,married,secondary,1325,no
5106,39,entrepreneur,married,secondary,0,no
5107,33,technician,single,secondary,647,no
5108,50,blue-collar,married,primary,2142,no
5109,84,retired,divorced,primary,639,no
5110,40,blue-collar,married,primary,177,no
5111,55,management,married,tertiary,236,no
5112,40,services,divorced,secondary,1959,no
5113,46,admin.,married,primary,96,no
5114,43,self-employed,single,tertiary,0,no
5115,34,blue-collar,married,secondary,250,no
5116,35,technician,single,secondary,126,no
5117,57,retired,married,unknown,1621,no
5118,25,student,single,secondary,8,no
